gene_id,type,c1,c2,start,end
AC160966.1,Normal,9,9,41803165,41876268
Gm45589,Normal,8,8,63700863,63739577
Nfya,Normal,17,17,48386885,48409906
Gm18900,Normal,1,1,169591549,169592132
Gm5350,Normal,8,8,63778051,63779052
Igkv2-93-1,Normal,6,6,68712374,68713098
Rpl10a-ps4,Normal,2,2,60274944,60275574
Prpf3,Normal,3,3,95830124,95855885
Trav7d-2,Normal,14,14,52683964,52684472
1700069B07Rik,Normal,7,7,121707075,121708013
Gm36980,Normal,1,1,169595784,169596939
Gpx3,Normal,11,11,54902453,54910377
Trav4d-2,Normal,14,14,52710913,52711402
Usp31,Normal,7,7,121642021,121707253
Gm48814,Normal,9,9,41876319,41879401
Aldh3a2,Normal,11,11,61223417,61267464
Kansl3,Normal,1,1,36335730,36369181
Fnbp1,Normal,2,2,31026206,31142008
Egfros,Normal,11,11,16815431,16830702
Gm38044,Normal,3,3,42585113,42585599
Gm48646,Normal,9,9,22370552,22371779
Gm9723,Normal,3,3,43250387,43250843
Gm47997,Normal,12,12,22516453,22517317
Gm42567,Normal,3,3,133545097,133585053
Barhl2,Normal,5,5,106452523,106458166
Gm48012,Normal,12,12,22552169,22555800
Gm48016,Normal,12,12,22559021,22559201
Baiap2l2,Normal,15,15,79258195,79285537
Gm28981,Normal,1,1,64185991,64303043
Olfr467,Normal,7,7,107812263,107816336
Gm48019,Normal,12,12,22593133,22593240
Gm17391,Normal,12,12,22622962,22623087
Gm49377,Normal,12,12,22584129,22587635
Olfr468-ps1,Normal,7,7,107816220,107817084
Gm48020,Normal,12,12,22597021,22597125
Gm40864,Normal,12,12,22585889,22623345
Tsku,Normal,7,7,98350668,98361328
Olfr469,Normal,7,7,107820566,107825541
Tspyl5,Normal,15,15,33683875,33687884
Gm5002,Normal,7,7,107840511,107840733
Olfr470,Normal,7,7,107842905,107847490
Igfl3,Normal,7,7,18176494,18181862
Gm36028,Normal,16,16,37850913,37861146
Gm16020,Normal,5,5,134463240,134463449
Gm8256,Normal,14,14,44613533,44618904
2610008E11Rik,Normal,10,10,79064374,79097600
Hexdc,Normal,11,11,121204433,121222655
Olfr471,Normal,7,7,107861064,107861999
Gm42885,Normal,5,5,134481233,134485446
AC160336.1,Normal,14,14,44544055,44637201
Gm10156,Normal,7,7,107863039,107863500
Gm9593,Normal,14,14,44623288,44625490
Gm16599,Normal,5,5,136274996,136417894
Gm49088,Normal,15,15,33757470,33757789
Gm5624,Normal,14,14,44556795,44627938
Gm49089,Normal,15,15,33831448,33834353
Akr7a5,Normal,4,4,139310744,139318426
Gm9643,Normal,15,15,34012652,34013022
Gm16185,Normal,9,9,97085326,97088610
Ceacam12,Normal,7,7,18065929,18077986
Cux1,Normal,5,5,136248135,136567490
Gm33142,Normal,8,8,120685399,120686265
Atp6v0c,Normal,17,17,24163866,24169702
Rpl7a-ps10,Normal,9,9,97179179,97179976
Gm28968,Ytype,-1,Y,72635212,72635907
Dpep1,Normal,8,8,123186242,123201812
Gm28495,Ytype,-1,Y,72672209,72672523
Gm40414,Normal,6,6,68734181,68734661
Gm20846,Ytype,-1,Y,72819638,72820330
Gm16439,Normal,14,14,44596665,44597228
Gm20847,Ytype,-1,Y,72894527,72895204
Igkv19-93,Normal,6,6,68736297,68736780
Gm8247,Normal,14,14,44583153,44588402
Myo15b,Normal,11,11,115858406,115892603
Gm20848,Ytype,-1,Y,72968032,72968709
Igkv4-92,Normal,6,6,68755038,68755593
Tmbim6,Normal,15,15,99392882,99410049
Gm5298,Normal,5,5,41853310,41854201
Gje1,Normal,10,10,14715623,14718214
Gm26872,Normal,5,5,106465800,106471007
Rgl2,Normal,17,17,33929543,33937687
Gm28980,Normal,1,1,64454359,64454577
Elane,Normal,10,10,79886247,79888215
D430020J02Rik,Normal,12,12,116401947,116405210
Nol8,Normal,13,13,49653078,49679016
Gm47543,Normal,9,9,49954878,49956554
Cactin,Normal,10,10,81321103,81326242
Gm8355,Normal,10,10,14745362,14747302
Nmbr,Normal,10,10,14705591,14770850
Gm8907,Normal,9,9,50186043,50187045
Olfr472,Normal,7,7,107897902,107907762
Lbh,Normal,17,17,72918305,72941947
Gm17937,Normal,5,5,106610292,106611033
Gm28050,Normal,5,5,106500894,106574718
Gm8326,Normal,1,1,46414502,46416932
Gm28039,Normal,5,5,106557946,106696571
Gm44613,Normal,7,7,18074016,18186952
Gm19810,Normal,10,10,79888712,79888962
Gm43421,Normal,5,5,106652809,106655713
Scnn1g,Normal,7,7,121734479,121768475
AL807811.1,Normal,4,4,139336924,139337180
Zfp644,Normal,5,5,106616739,106697287
Gm48030,Normal,12,12,22631358,22631462
1700082M22Rik,Normal,8,8,104641807,104658558
Gm48031,Normal,12,12,22666701,22666844
Gm30420,Normal,17,17,73020952,73029078
Gm48032,Normal,12,12,22667528,22667632
C1qtnf3,Normal,15,15,10952332,10980150
Gm4042,Normal,9,9,50215079,50215715
Gm48033,Normal,12,12,22670762,22671136
Gm21941,Normal,12,12,22696934,22698887
2310003N18Rik,Normal,9,9,50232523,50233182
Ciao2b,Normal,8,8,104639838,104641965
Gm48035,Normal,12,12,22725142,22726590
Gm39336,Normal,9,9,50300784,50301817
6030466F02Rik,Normal,8,8,123733958,123739941
Gm48037,Normal,12,12,22745288,22745411
Slc39a11,Normal,11,11,113244853,113650079
Gm15898,Normal,8,8,120095060,120097736
Rpl10-ps3,Normal,9,9,50344201,50344968
Gm37228,Normal,3,3,133623684,133634758
Gm40153,Normal,3,3,133645808,133663391
Gm13782,Normal,6,6,30673944,30682266
Cep41,Normal,6,6,30653457,30693749
Piezo1,Normal,8,8,122481698,122551329
Plet1os,Normal,9,9,50488795,50507823
B230364G03Rik,Normal,10,10,14758635,14760720
Gm42413,Normal,5,5,45434389,45450138
Plet1,Normal,9,9,50494525,50505482
Qdpr,Normal,5,5,45434021,45450236
Ccdc58,Normal,16,16,36071685,36092120
D630044L22Rik,Normal,17,17,25951472,25963610
Impdh1,Normal,6,6,29200434,29216364
Gm44507,Normal,7,7,98388091,98415624
Gm10557,Normal,18,18,4198320,4198938
Capn15,Normal,17,17,25958364,25985796
Lrrc58,Normal,16,16,37868389,37888858
Gm29522,Ytype,-1,Y,10658332,10660695
Gm44980,Normal,7,7,98437206,98437519
Gm29523,Ytype,-1,Y,10678430,10679128
Gm5444,Normal,13,13,4771651,4836485
Gm13019,Normal,4,4,139342183,139343333
Gm6135,Normal,3,3,133789515,133791504
Gm7400,Normal,18,18,4293099,4294482
Olfr473,Normal,7,7,107930446,107935661
Gm29524,Ytype,-1,Y,10713102,10713800
Gm29528,Ytype,-1,Y,10726740,10727118
Ttll13,Normal,7,7,80246376,80260821
Gm30484,Normal,3,3,133815919,133818518
Gm47450,Normal,13,13,4915714,4943052
Gm47451,Normal,13,13,5215791,5216178
Gm15725,Normal,16,16,37882542,37883631
Gm43914,Normal,6,6,129418179,129418772
Gm41290,Normal,15,15,34021995,34037780
Gm49091,Normal,15,15,34053118,34053267
Clec9a,Normal,6,6,129408862,129424763
Vip,Normal,10,10,5639218,5647617
Ccnd3-ps,Normal,4,4,139345300,139346180
Gm44740,Normal,7,7,121837452,121839065
Gm9449,Normal,7,7,107951346,107952356
Cxxc4,Normal,3,3,134236484,134262161
Olfr474,Normal,7,7,107954643,107955575
Gpr156,Normal,16,16,37916496,38007530
Gm2003,Xtype,-1,X,25622512,25643661
Olfr476,Normal,7,7,107964803,107969514
Sstr5,Normal,17,17,25489875,25497288
Gm7350,Xtype,-1,X,25824490,25845667
Olfr477,Normal,7,7,107986693,107992723
E330010L02Rik,Xtype,-1,X,25917944,25954696
Gm14533,Xtype,-1,X,26006671,26006763
Gm26594,Normal,3,3,95855966,95861485
Gm20777,Ytype,-1,Y,10750004,10752450
Gm5168,Xtype,-1,X,26028214,26051041
Acap2,Normal,16,16,31092412,31201245
Ogfod3,Normal,11,11,121177591,121204711
Gm28955,Ytype,-1,Y,10756787,10760126
Gm26691,Normal,3,3,133830668,134240641
Krt33b,Normal,11,11,100023634,100029868
Gm40660,Normal,13,13,5454909,5560329
Gm35330,Normal,13,13,5539279,5724510
Gm45371,Normal,8,8,26977391,26980001
Gm43192,Normal,3,3,134160365,134191976
Zfp703,Normal,8,8,26977325,26981461
Gm30648,Normal,3,3,134199948,134213238
4930503L19Rik,Normal,18,18,70452212,70472509
Gm28954,Ytype,-1,Y,10806574,10808312
Cog7,Normal,7,7,121879363,121981711
Mrps21,Normal,3,3,95862634,95871519
Gm43193,Normal,3,3,134180911,134181351
Gm47679,Normal,10,10,5735819,5736938
Gm28953,Ytype,-1,Y,10885361,10886057
Gm20776,Ytype,-1,Y,10930578,10931277
Gm28958,Ytype,-1,Y,11010496,11011198
Gm9311,Normal,17,17,73190258,73191685
Gm20828,Ytype,-1,Y,11197024,11199374
Cd300c,Normal,11,11,114956116,114969157
Lclat1,Normal,17,17,73107985,73243368
Gm28957,Ytype,-1,Y,11251236,11251608
Gm33727,Normal,17,17,25518585,25522565
Gm8649,Normal,6,6,6329762,6329994
Gm27018,Normal,6,6,6329998,6330222
Gm20619,Normal,6,6,6248659,6378675
Gm50025,Normal,17,17,25531437,25533045
Gm29464,Normal,5,5,106574875,106575387
Gm33801,Normal,17,17,25537017,25538938
Gm12923,Normal,4,4,123092765,123094028
Gm16045,Normal,11,11,117257649,117263437
Vmn1r-ps145,Normal,17,17,20969061,20969484
Cip2a,Normal,16,16,48994185,49019709
Septin9,Normal,11,11,117199661,117362325
Serpina3k,Normal,12,12,104338486,104346144
Gm8652,Normal,6,6,6351304,6352267
Mup21,Normal,4,4,62147932,62150863
Gm28956,Ytype,-1,Y,11345842,11426704
Gm13170,Normal,4,4,146178124,146178766
Gm28952,Ytype,-1,Y,11465876,11466556
Gm13165,Normal,4,4,146167522,146205732
Gm28951,Ytype,-1,Y,11681696,11708109
Clec1b,Normal,6,6,129397297,129409335
Cybc1,Normal,11,11,121222588,121229322
Zfp600,Normal,4,4,146156824,146198755
Acy3,Normal,19,19,3986570,3990007
Gm42925,Normal,6,6,68763282,68763692
A930017K11Rik,Normal,17,17,25946387,25952565
Serpina3m,Normal,12,12,104338486,104394257
Gm33301,Normal,15,15,40162581,40168076
Gm45370,Normal,8,8,26996250,26998954
Gm43494,Normal,5,5,137875235,137875622
Nod1,Normal,6,6,54923949,54972612
Lrtm2,Normal,6,6,119315133,119330766
Fam207a,Normal,10,10,77486661,77515785
Vmn1r233,Normal,17,17,20989747,20996464
Serpina3l-ps,Normal,12,12,104358003,104363534
Cd79a,Normal,7,7,24897381,24902197
Cnot7,Normal,8,8,40492540,40515847
Recql5os1,Normal,11,11,115925027,115926143
Scnn1b,Normal,7,7,121865038,121918514
Recql5,Normal,11,11,115892595,115933477
Il18r1,Normal,1,1,40465552,40500854
Gm29202,Normal,11,11,96005889,96008055
Igf2bp1,Normal,11,11,95957163,96005940
Tmed1,Normal,9,9,21507553,21510252
Tbxa2r,Normal,10,10,81328731,81335172
Gm13938,Normal,2,2,76722776,76786708
Gm12677,Normal,4,4,44313427,44314058
Rpl27a-ps1,Normal,10,10,61309830,61310277
Melk,Normal,4,4,44300876,44364675
Oasl2,Normal,5,5,114896936,114912234
Cacna2d4,Normal,6,6,119236526,119352407
Fra10ac1,Normal,19,19,38188481,38224156
Gm4342,Normal,8,8,123853829,123854195
Atg7,Normal,6,6,114643097,114860614
Crispld2,Normal,8,8,119992438,120052793
Gm50400,Normal,18,18,88414563,88415040
Gm50401,Normal,18,18,88609402,88658807
Gm7662,Normal,18,18,88657992,88658614
Gm30381,Normal,19,19,53128684,53131793
Dnm2,Normal,9,9,21424908,21507759
Gm9618,Normal,19,19,53134472,53135325
Atad5,Normal,11,11,80089400,80135794
Gm13900,Normal,2,2,107000748,107001245
Rpsa-ps6,Normal,17,17,25548903,25549489
Krt34,Normal,11,11,100037347,100041554
Ush2a,Normal,1,1,188262023,188965041
Dancr,Normal,5,5,74093060,74095406
Gm28390,Ytype,-1,Y,11763935,11764634
Map3k8,Normal,18,18,4331327,4353015
Gm43416,Normal,5,5,74092137,74093151
Cd22,Normal,7,7,30865402,30880342
Gm20652,Normal,3,3,88616457,88621061
Gm50026,Normal,17,17,25552048,25561213
Gm50404,Normal,18,18,88827050,88827491
Gm6409,Normal,18,18,88831859,88832477
Olfr821,Normal,10,10,130030348,130035071
Socs6,Normal,18,18,88665224,88927481
Gm37646,Normal,3,3,51423613,51423723
H2bl1,Normal,13,13,98984085,98984565
Naa15,Normal,3,3,51415148,51476507
Clip2,Normal,5,5,134489383,134552434
Gm35279,Normal,13,13,98994151,98997418
A930014D07Rik,Normal,13,13,99007099,99021695
Olfr822,Normal,10,10,130071210,130076909
Gm47057,Normal,13,13,99034309,99034848
Olfr1542-ps1,Normal,10,10,130093093,130093844
Gm37179,Normal,11,11,96006333,96007155
Gm29018,Normal,1,1,59014224,59059481
Gm15445,Normal,1,1,135152963,135153806
Arl8a,Normal,1,1,135146824,135156269
AC169382.1,Normal,1,1,58997123,59003539
Accsl,Normal,2,2,93855361,93869157
C2cd6,Normal,1,1,58997116,59094900
Mtmr7,Normal,8,8,40551095,40634797
Gm11693,Normal,11,11,113678530,113679331
Gm32389,Normal,8,8,27008467,27012903
Sstr2,Normal,11,11,113619342,113626028
Vsnl1,Normal,12,12,11325242,11436613
Gm19164,Normal,8,8,27019454,27020093
Zfp37,Normal,4,4,62189540,62231047
Scgb1a1,Normal,19,19,9083636,9087958
Gm50406,Normal,18,18,88914321,88915241
Gm9521,Normal,7,7,18229777,18231292
Gm44198,Normal,6,6,87533407,87536042
A330058E17Rik,Normal,5,5,74172161,74176050
Prss16,Normal,13,13,22002173,22009742
Prokr1,Normal,6,6,87578591,87590743
Gm13313,Normal,2,2,15127600,15128683
Gm37777,Normal,1,1,140266487,140269852
4930590L20Rik,Normal,1,1,140570176,140656404
Optn,Normal,2,2,5020642,5064051
Gm2926,Normal,7,7,98455260,98455498
Gucy2d,Normal,7,7,98440416,98477479
Vmn2r80,Normal,10,10,79148769,79195012
Kcnt2,Normal,1,1,140246158,140612067
Psmc2,Normal,5,5,21785283,21803787
Sap30bpos,Normal,11,11,115946450,115952105
Atxn7l1os1,Normal,12,12,33193994,33228854
Olfr823,Normal,10,10,130111527,130115383
Sap30bp,Normal,11,11,115933282,115966725
Atxn7l1os2,Normal,12,12,33358243,33394760
Olfr856-ps1,Normal,9,9,19657057,19658647
Gm5181,Normal,10,10,130120239,130121209
Rasl11b,Normal,5,5,74195286,74199481
Gm7769,Normal,9,9,19690619,19691551
Bmp8b,Normal,4,4,123105165,123132099
Atxn7l1,Normal,12,12,33147693,33373185
Olfr824,Normal,10,10,130123470,130130000
Gm44978,Normal,7,7,98465130,98465446
Cdt1,Normal,8,8,122568015,122573554
Map4k1,Normal,7,7,28982050,29003279
Gpr37l1,Normal,1,1,135160234,135167681
Ncapg2,Normal,12,12,116405402,116463731
Gm50267,Normal,18,18,88938146,88938295
Gm34312,Normal,6,6,87597747,87599187
Gm20336,Normal,12,12,22829733,22833361
Oxct2b,Normal,4,4,123116266,123118000
Gm48039,Normal,12,12,22877247,22877354
Gm48041,Normal,12,12,22882223,22882342
Gm48042,Normal,12,12,22906038,22906163
Olfr857,Normal,9,9,19709433,19714930
Ppie,Normal,4,4,123127115,123139951
Snapc2,Normal,8,8,4253080,4256220
Slc2a8,Normal,2,2,32972990,32982083
Gm13904,Normal,2,2,107010938,107011774
Gm19161,Normal,10,10,9748423,9749159
Gm28260,Ytype,-1,Y,35458446,35461685
Krt31,Normal,11,11,100046646,100050551
Gm13367,Normal,2,2,15342625,15343420
Stard6,Normal,18,18,70472454,70501066
Gm40513,Normal,9,9,41886512,41890604
Gm13366,Normal,2,2,15385618,15386587
Mknk2,Normal,10,10,80665327,80678112
Pecam1,Normal,11,11,106654217,106750628
Gm28969,Ytype,-1,Y,72989161,72999814
Gm13167,Normal,4,4,146224036,146224613
Gm44180,Normal,6,6,115769920,115770327
Trav6d-3,Normal,14,14,52725299,52726919
Tbr1,Normal,2,2,61802930,61814114
Zfp160,Normal,17,17,21008903,21043070
Rgs5,Normal,1,1,169655501,169695813
Fshb,Normal,2,2,107056140,107059656
Runx1t1,Normal,4,4,13743436,13893649
Smim6,Normal,11,11,115912017,115913920
Gm48043,Normal,12,12,22914570,22914674
4930551O13Rik,Normal,2,2,5037280,5041133
Gm43517,Normal,12,12,49385174,49394127
Mill1,Normal,7,7,18245347,18266092
Smim5,Normal,11,11,115899966,115906269
1700016G22Rik,Normal,13,13,5855508,5858092
Foxg1,Normal,12,12,49382660,49386861
Krt32,Normal,11,11,100080848,100088226
Fbxo5,Normal,10,10,5799160,5805600
Cfd,Normal,10,10,79890853,79892655
Gm18237,Normal,16,16,31157870,31158773
Gm6702,Normal,7,7,108019016,108019486
Gm26812,Normal,8,8,121850194,121860621
4930511A02Rik,Normal,12,12,11438227,11444812
3110039M20Rik,Normal,12,12,49389652,49407360
Olfr478,Normal,7,7,108029965,108033989
Trav7d-3,Normal,14,14,52744249,52744840
Gm3889,Normal,8,8,124160073,124160684
Gm49686,Normal,12,12,22953995,22960306
Slc7a5,Normal,8,8,121881150,121907694
AL592545.1,Normal,11,11,100067933,100068121
Gm11571,Normal,11,11,100052286,100085983
Gm48044,Normal,12,12,22998355,22998468
2410018L13Rik,Normal,12,12,22953997,23010284
Trav6d-4,Normal,14,14,52753367,52753846
Gm13365,Normal,2,2,15396748,15397720
Gm47698,Normal,10,10,14771940,14774519
Gm47699,Normal,10,10,14931860,14932489
Cerox1,Normal,17,17,25570358,25575043
Gm17244,Normal,4,4,123113349,123116764
Gm13368,Normal,2,2,15481912,15482341
Sox12,Normal,2,2,152393611,152398063
Acsl3,Normal,1,1,78657825,78707743
Gm28391,Ytype,-1,Y,11777111,11777489
Gm21766,Ytype,-1,Y,73034444,73035139
Vmn2r81,Normal,10,10,79247692,79294535
Dhx9,Normal,1,1,153455758,153487660
Gm20617,Normal,6,6,6456189,6484487
Gm48046,Normal,12,12,23009845,23009967
Gm33626,Normal,7,7,18318919,18327196
Sox8,Normal,17,17,25565892,25570686
Myo1f,Normal,17,17,33555707,33607764
Gm20685,Normal,6,6,6483022,6508616
Ctxn1,Normal,8,8,4257660,4259274
Malrd1,Normal,2,2,15526479,16255555
Gm28389,Ytype,-1,Y,11800542,11801238
E330032C10Rik,Normal,17,17,73250986,73260656
Sesn1,Normal,10,10,41809935,41908424
Gm28655,Ytype,-1,Y,12019193,12019884
Gm28654,Ytype,-1,Y,12056605,12056983
Lrrc32,Normal,7,7,98489283,98502181
2310020H05Rik,Normal,13,13,99076526,99087921
Gm37416,Normal,2,2,16023108,16023425
Gm6587,Normal,2,2,15956925,15957537
Sem1,Normal,6,6,6557294,6578663
Gm15897,Normal,16,16,11494821,11496306
Gm37595,Normal,2,2,15531113,15532854
Trav7d-4,Normal,14,14,52769753,52770392
Gm4279,Normal,16,16,11688169,11691857
Gm43559,Normal,3,3,134272045,134272510
Vps37a,Normal,8,8,40511783,40550757
Hilpda,Normal,6,6,29272488,29275446
Gm11290,Normal,13,13,22014468,22020738
Gm43558,Normal,3,3,134357292,134357501
Snx29,Normal,16,16,11322908,11755472
Gm26820,Normal,3,3,134462087,134630765
Gm6077,Normal,3,3,134365606,134366104
4930539C22Rik,Normal,3,3,134404143,134423635
A630091E08Rik,Normal,7,7,98543320,98562990
Aspg,Normal,12,12,112106679,112127559
Rad51ap2,Normal,12,12,11456079,11462928
Psg18,Normal,7,7,18345422,18355009
Gm43709,Normal,3,3,106177832,106179175
Gm16139,Normal,16,16,16542323,16542742
Themis2,Normal,4,4,132781843,132796387
Chil3,Normal,3,3,106147554,106167564
Tacr3,Normal,3,3,134829007,134934579
Fgd4,Normal,16,16,16416917,16600549
Gm13903,Normal,2,2,107123768,107123960
Zfpm1,Normal,8,8,122282141,122337251
Gm42884,Normal,5,5,134552057,134558495
Kcna4,Normal,2,2,107290639,107298502
Gm47703,Normal,10,10,15135903,15136300
4833419F23Rik,Normal,18,18,4353558,4368920
2700029L08Rik,Normal,5,5,134519325,134520789
Gm20800,Ytype,-1,Y,73239212,73239904
Syna,Normal,5,5,134558146,134560171
Gm18188,Normal,10,10,15227571,15228048
Gm47807,Normal,12,12,11499295,11499892
Gm47808,Normal,12,12,11507226,11512390
Gm47710,Normal,10,10,15300231,15392942
Mtpap,Normal,18,18,4375592,4397330
Gm5176,Normal,10,10,111500739,111501965
Zfp771,Normal,7,7,127244274,127254803
Gm43365,Normal,5,5,108598521,108600626
Gm21683,Ytype,-1,Y,73313835,73314512
Gak,Normal,5,5,108569411,108629755
Gm4803,Normal,12,12,11665771,11667049
Fbxo2,Normal,4,4,148160621,148166424
Gm47821,Normal,12,12,11698868,11700546
Gm47822,Normal,12,12,11701306,11701678
Gm13169,Normal,4,4,146239954,146241633
Gm6867,Normal,12,12,11760447,11760871
Gm47833,Normal,12,12,11781535,11792951
Gm34237,Normal,12,12,11826607,11897726
Capn13,Normal,17,17,73306464,73400866
Tubb2a-ps2,Normal,12,12,11881325,11882663
Gm7198,Normal,10,10,15520331,15521404
Csta1,Normal,16,16,36119946,36131241
Gm32283,Normal,10,10,15734912,15738822
Gm13912,Normal,2,2,108183716,108291319
Gm46188,Normal,10,10,15670924,15671385
Gm47712,Normal,10,10,15600227,15780010
Gm40604,Normal,10,10,15697996,15760012
Gm13916,Normal,2,2,108446457,108447084
Gm13915,Normal,2,2,108572594,108573524
Fam71f2,Normal,6,6,29279593,29290680
Gm11292,Normal,13,13,22026699,22032196
Gipc3,Normal,10,10,81335265,81343266
Gm1335,Normal,2,2,93940299,93940878
Zfp469,Normal,8,8,122258620,122272650
Gm37968,Normal,3,3,51489620,51492820
H2ac12,Normal,13,13,22035164,22035568
Gm38160,Normal,3,3,51482331,51484829
Gm10092,Normal,16,16,36135939,36137731
Trhr2,Normal,8,8,122356967,122360746
Rab33b,Normal,3,3,51483920,51496232
H2bc12,Normal,13,13,22035870,22036345
Mrpl37,Normal,4,4,107055874,107066868
Gm47908,Normal,10,10,33477115,33477472
Gm12455,Normal,4,4,44382922,44383337
Srp19,Normal,18,18,34330847,34336599
Usp10,Normal,8,8,119910360,119957560
Asrgl1,Normal,19,19,9109868,9135636
Alkbh3os1,Normal,2,2,93980034,93983575
Gm4294,Normal,12,12,12023045,12023658
Phlda1,Normal,10,10,111506286,111508645
Fam222b,Normal,11,11,78094660,78156700
Alkbh3,Normal,2,2,93980550,94010807
Gm43052,Normal,5,5,118687618,118689245
Gm43051,Normal,5,5,118707402,118710079
Gm43275,Normal,5,5,118618294,118619313
Gm11941,Normal,4,4,32892686,32893295
Gm43788,Normal,5,5,118602716,118605132
Ankrd6,Normal,4,4,32804035,32950841
Gm43785,Normal,5,5,118561757,118563101
Gm43274,Normal,5,5,118644373,118649372
Med13l,Normal,5,5,118560679,118765438
Gm28592,Normal,10,10,111506575,111507662
Chil4,Normal,3,3,106201490,106219507
Ubr5,Normal,15,15,37967328,38078854
4933440J02Rik,Normal,10,10,111586719,111594273
Gm12571,Normal,11,11,78149196,78149438
Gm9750,Normal,19,19,9135157,9279175
Gm807,Normal,13,13,99100706,99107580
Kcnj10,Normal,1,1,172341210,172374085
Gm50096,Normal,18,18,4353644,4380723
Gm5524,Normal,1,1,27884046,27902396
Gm6252,Normal,19,19,9216381,9216960
Gm18776,Normal,1,1,27900419,27901072
Gm26865,Normal,18,18,4373669,4379985
9930024M15Rik,Normal,10,10,41826538,41829121
Gm28657,Ytype,-1,Y,12175563,12176249
Gm5997,Normal,7,7,18375547,18377523
Gm13822,Normal,5,5,114917318,114923277
Gm18006,Normal,6,6,6645334,6647278
Pts,Normal,9,9,50521617,50528724
Best2,Normal,8,8,85007202,85014531
Gm20618,Normal,6,6,6603219,6691521
Oasl1,Normal,5,5,114923240,114937915
H4c9,Normal,13,13,22040636,22041362
Nmrk1,Normal,19,19,18631950,18652428
Pigm,Normal,1,1,172376546,172384099
Gm28656,Ytype,-1,Y,12211889,12212386
Gm29554,Ytype,-1,Y,12273932,12306702
Gm45104,Normal,7,7,18396516,18400865
Arap3,Normal,18,18,37972628,37998969
Gm37145,Normal,1,1,172388234,172390989
H2ac11,Normal,13,13,22042460,22042944
Gm29556,Ytype,-1,Y,12330536,12331231
Gm29791,Normal,7,7,44790207,44790830
Gm7804,Normal,1,1,172458569,172474969
Gm20812,Ytype,-1,Y,12381981,12384008
Mccc1,Normal,3,3,35959312,36000678
Gm48064,Normal,12,12,23018708,23018812
Wnt8b,Normal,19,19,44493472,44514273
Gm5873,Normal,6,6,6735427,6736492
Gm35108,Ytype,-1,Y,12418987,12419685
H2bc11,Normal,13,13,22043214,22043676
Ccdc6,Normal,10,10,70097121,70193200
Zfp647,Normal,15,15,76910371,76925448
Gm48356,Normal,13,13,22049514,22051450
Ccdc3,Normal,2,2,5137776,5230878
Gm5408,Normal,14,14,52774869,52775615
Gm9293,Normal,12,12,23090769,23093393
Uqcr10,Normal,11,11,4701973,4704342
Vmn1r-ps92,Normal,13,13,22057346,22057862
Gm14528,Normal,6,6,30719873,30720103
Vmn1r-ps93,Normal,13,13,22078253,22078684
Psg28,Normal,7,7,18422536,18432041
